LOCATION,MNF_YEAR,BRAND,MODEL,VARIANT,DRIVEN_KM,FUELTYPE,NOOF_OWNERS,PRICE
Pune,2013,Maruti,Wagon R 1.0 LXI,Manual,"55,905 km",Petrol,1st Owner,"₹2,55,599"
Pune,2015,Maruti,Swift VXI,Manual,"67,138 km",Petrol,1st Owner,"₹3,86,499"
Pune,2016,Renault,Kwid RXT 1.0 EASY-R  AT,,"26,769 km",Petrol,1st Owner,"₹3,79,099"
Pune,2019,Toyota,Glanza G CVT,,"5,135 km",Petrol,1st Owner,"₹7,09,199"
Pune,2009,Maruti,Alto LXI,Manual,"87,978 km",Petrol,1st Owner,"₹1,44,799"
Pune,2017,Maruti,Baleno RS 1.0 PETROL,Manual,"76,274 km",Petrol,1st Owner,"₹5,30,899"
Pune,2009,Hyundai,i10 ERA 1.1 IRDE,Manual,"1,19,014 km",Petrol,3rd Owner,"₹1,68,899"
Pune,2012,Maruti,Ritz VDI,Manual,"88,243 km",Diesel,2nd Owner,"₹2,70,500"
Pune,2011,Hyundai,i20 MAGNA O 1.2,Manual,"1,19,260 km",Petrol,2nd Owner,"₹2,57,999"
Pune,2011,Volkswagen,Polo HIGHLINE1.2L PETROL,Manual,"1,06,319 km",Petrol,2nd Owner,"₹3,39,799"
Pune,2016,Maruti,Baleno ALPHA DDIS 190,Manual,"81,293 km",Diesel,1st Owner,"₹6,26,799"
Pune,2010,Hyundai,i10 MAGNA 1.2 KAPPA2,Manual,"1,05,978 km",Petrol,1st Owner,"₹2,30,499"
Pune,2014,Maruti,Celerio VXI,Manual,"99,942 km",Petrol,1st Owner,"₹3,56,799"
Pune,2015,Hyundai,Grand i10 ASTA 1.2 AT VTVT,Automatic,"1,14,840 km",Petrol,1st Owner,"₹4,28,899"
Pune,2015,Maruti,Wagon R 1.0 LXI,Manual,"88,026 km",Petrol,1st Owner,"₹3,22,599"
Pune,2016,Hyundai,Grand i10 SPORTZ 1.1 CRDI,Manual,"1,18,349 km",Diesel,1st Owner,"₹3,99,999"
Pune,2013,Maruti,Swift VDI,Manual,"1,13,192 km",Diesel,1st Owner,"₹4,20,799"
Pune,2011,Maruti,Ritz LDI,Manual,"1,43,702 km",Diesel,2nd Owner,"₹2,10,499"
Pune,2017,Maruti,Swift ZDI,Manual,"1,42,321 km",Diesel,1st Owner,"₹5,90,599"
Pune,2015,Hyundai,Grand i10 ASTA 1.2 AT VTVT,Automatic,"9,156 km",Petrol,1st Owner,"₹4,83,899"
Pune,2018,Maruti,Alto 800 LXI,Manual,"9,833 km",Petrol,2nd Owner,"₹3,19,499"
Pune,2011,Toyota,Etios Liva G,Manual,"36,419 km",Petrol,2nd Owner,"₹2,49,999"
Pune,2014,Maruti,Swift ZDI,Manual,"27,388 km",Diesel,1st Owner,"₹5,28,899"
Pune,2011,Maruti,Ritz VXI BS IV,Manual,"22,449 km",Petrol,1st Owner,"₹2,98,299"
Pune,2019,Maruti,Celerio VXI CNG,Manual,"14,684 km",Petrol + CNG,1st Owner,"₹5,64,399"
Pune,2011,Toyota,Etios Liva G,Manual,"49,479 km",Petrol,2nd Owner,"₹2,89,799"
Pune,2010,Hyundai,i20 SPORTZ 1.2 O,Manual,"44,528 km",Petrol,1st Owner,"₹2,79,340"
Pune,2017,Maruti,Celerio ZXI,Manual,"64,277 km",Petrol,1st Owner,"₹4,19,499"
Pune,2010,Maruti,A Star VXI,Manual,"36,862 km",Petrol,1st Owner,"₹2,40,699"
Pune,2012,Maruti,Wagon R 1.0 VXI,Manual,"72,101 km",Petrol,1st Owner,"₹2,89,999"
Pune,2013,Hyundai,i10 ERA 1.1 IRDE,Manual,"68,114 km",Petrol,1st Owner,"₹2,86,099"
Pune,2012,Hyundai,Santro Xing GL PLUS LPG,Manual,"1,18,882 km",Petrol + LPG,3rd Owner,"₹1,84,099"
Pune,2016,Maruti,Baleno DELTA 1.2 K12,Manual,"20,909 km",Petrol,1st Owner,"₹5,41,799"
Pune,2016,Hyundai,i20 Active 1.2 S,Manual,"17,868 km",Petrol,2nd Owner,"₹5,22,099"
Pune,2013,Volkswagen,Polo COMFORTLINE 1.2L PETROL,Manual,"21,404 km",Petrol,1st Owner,"₹3,14,999"
Pune,2016,Honda,Jazz 1.2 S MT,Manual,"18,091 km",Petrol,1st Owner,"₹4,82,199"
Pune,2014,Ford,Figo 1.2 ZXI DURATEC,Manual,"35,703 km",Petrol,3rd Owner,"₹2,11,899"
Pune,2016,Maruti,Celerio ZXI OPT AMT,Automatic,"32,156 km",Petrol,1st Owner,"₹4,01,899"
Pune,2014,Hyundai,Elite i20 SPORTZ (O) 1.2,Manual,"23,661 km",Petrol,1st Owner,"₹4,81,999"
Pune,2016,Renault,Kwid RXT Opt,Manual,"24,601 km",Petrol,1st Owner,"₹3,18,299"
Pune,2018,Maruti,Celerio VXI CNG,Manual,"20,456 km",Petrol + CNG,1st Owner,"₹4,98,399"
Pune,2014,Maruti,Swift VXI,Manual,"37,259 km",Petrol,1st Owner,"₹3,89,799"
Pune,2015,Maruti,Wagon R 1.0 LXI,Manual,"57,827 km",Petrol,1st Owner,"₹2,96,399"
Pune,2011,Maruti,Swift VDI,Manual,"68,471 km",Diesel,1st Owner,"₹3,80,699"
Pune,2012,Maruti,Swift ZXI,Manual,"22,799 km",Petrol,1st Owner,"₹3,64,399"
Pune,2014,Maruti,Celerio VXI,Manual,"38,138 km",Petrol,1st Owner,"₹3,68,999"
Pune,2018,Maruti,Alto 800 LXI,Manual,"17,517 km",Petrol,1st Owner,"₹3,49,599"
Pune,2014,Maruti,Alto K10 VXI,Manual,"29,178 km",Petrol,1st Owner,"₹2,78,399"
Pune,2013,Honda,Brio 1.2 S MT I VTEC,Manual,"44,622 km",Petrol,1st Owner,"₹2,83,099"
Pune,2010,Hyundai,i10 MAGNA 1.2 KAPPA2,Manual,"41,923 km",Petrol,2nd Owner,"₹2,27,099"
Pune,2017,Hyundai,Grand i10 SPORTS 1.2 VTVT,Manual,"27,887 km",Petrol,1st Owner,"₹4,86,199"
Pune,2018,Maruti,Baleno ALPHA 1.2 K12,Manual,"14,988 km",Petrol,3rd Owner,"₹6,58,399"
Pune,2012,Hyundai,i10 SPORTZ 1.2 AT KAPPA2,Automatic,"48,978 km",Petrol,3rd Owner,"₹2,73,199"
Pune,2011,Maruti,Ritz LXI,Manual,"33,412 km",Petrol,1st Owner,"₹2,62,599"
Pune,2012,Maruti,Swift VDI,Manual,"30,736 km",Diesel,1st Owner,"₹4,73,699"
Pune,2015,Volkswagen,Polo GT TSI 1.2 PETROL AT,Automatic,"24,756 km",Petrol,2nd Owner,"₹6,16,499"
Pune,2014,Maruti,Celerio VXI,Manual,"48,110 km",Petrol,1st Owner,"₹3,80,199"
Pune,2013,Hyundai,Grand i10 ASTA 1.2 KAPPA VTVT OPT,Manual,"40,451 km",Petrol,2nd Owner,"₹3,69,499"
Pune,2015,Volkswagen,Polo GT TSI 1.2 PETROL AT,Automatic,"31,082 km",Petrol,1st Owner,"₹6,13,799"
Pune,2012,Maruti,Swift ZXI,Manual,"50,581 km",Petrol,1st Owner,"₹4,13,299"
Pune,2012,Honda,Brio 1.2 S MT I VTEC,Manual,"58,375 km",Petrol,2nd Owner,"₹2,83,499"
Pune,2019,Maruti,Baleno DELTA 1.2 K12,Manual,"19,285 km",Petrol,2nd Owner,"₹6,15,599"
Pune,2018,Maruti,Swift ZXI AMT,Automatic,"21,859 km",Petrol,1st Owner,"₹6,58,999"
Pune,2013,Maruti,Alto 800 LXI,Manual,"40,256 km",Petrol,1st Owner,"₹2,49,699"
Pune,2016,Hyundai,Grand i10 SPORTS 1.2 VTVT,Manual,"53,525 km",Petrol,1st Owner,"₹4,44,599"
Pune,2010,Maruti,Alto K10 LXI,Manual,"65,510 km",Petrol,2nd Owner,"₹1,69,499"
Pune,2015,Hyundai,Eon ERA PLUS,Manual,"19,467 km",Petrol,1st Owner,"₹3,44,299"
Pune,2020,Maruti,Swift VXI,Manual,"15,527 km",Petrol,1st Owner,"₹6,23,999"
Pune,2016,Hyundai,Grand i10 SPORTZ 1.2 KAPPA VTVT,Manual,"57,758 km",Petrol,1st Owner,"₹4,34,399"
Pune,2017,Maruti,Alto 800 VXI,Manual,"33,832 km",Petrol,1st Owner,"₹3,43,599"
Pune,2014,Maruti,Wagon R 1.0 VXI,Manual,"56,827 km",Petrol,1st Owner,"₹3,19,999"
Pune,2013,Maruti,Alto 800 LXI,Manual,"23,526 km",Petrol,1st Owner,"₹2,69,899"
Pune,2014,Volkswagen,Polo GT TSI 1.2 PETROL AT,Automatic,"49,698 km",Petrol,1st Owner,"₹5,01,899"
Pune,2014,Hyundai,Grand i10 ASTA 1.2 AT VTVT,Automatic,"36,493 km",Petrol,2nd Owner,"₹4,37,299"
Pune,2012,Maruti,Alto 800 LXI,Manual,"68,344 km",Petrol,1st Owner,"₹2,01,399"
Pune,2016,Maruti,Swift VXI,Manual,"54,773 km",Petrol,1st Owner,"₹4,61,999"
Pune,2013,Maruti,Alto 800 LXI,Manual,"45,481 km",Petrol,1st Owner,"₹2,70,299"
Pune,2015,Volkswagen,Polo HIGHLINE1.2L PETROL,Manual,"50,775 km",Petrol,1st Owner,"₹4,95,999"
Pune,2013,Volkswagen,Polo HIGHLINE1.2L PETROL,Manual,"30,101 km",Petrol,2nd Owner,"₹4,26,299"
Pune,2009,Hyundai,i10 MAGNA 1.2,Manual,"60,172 km",Petrol,3rd Owner,"₹1,90,899"
Pune,2013,Maruti,Swift VXI,Manual,"62,532 km",Petrol,1st Owner,"₹4,19,099"
Pune,2008,Hyundai,Santro Xing GLS,Manual,"72,879 km",Petrol,1st Owner,"₹1,85,199"
Pune,2012,Maruti,Wagon R 1.0 VXI,Manual,"48,633 km",Petrol,1st Owner,"₹3,35,699"
Pune,2015,Maruti,Alto K10 VXI,Manual,"64,096 km",Petrol,1st Owner,"₹3,51,699"
Pune,2017,Maruti,Swift VXI,Manual,"33,200 km",Petrol,1st Owner,"₹4,65,399"
Pune,2012,Toyota,Etios Liva GD,Manual,"51,484 km",Diesel,1st Owner,"₹3,05,199"
Pune,2015,Hyundai,Elite i20 ASTA 1.2,Manual,"32,717 km",Petrol,2nd Owner,"₹5,72,299"
Pune,2016,Maruti,Wagon R 1.0 LXI CNG,Manual,"36,186 km",Petrol + CNG,2nd Owner,"₹3,73,999"
Pune,2018,Datsun,Redi Go 1.0 S AT,,"29,933 km",Petrol,1st Owner,"₹2,98,999"
Pune,2015,Maruti,Alto K10 VXI,Manual,"34,049 km",Petrol,1st Owner,"₹3,36,199"
Pune,2015,Hyundai,Grand i10 ASTA 1.2 KAPPA VTVT,Manual,"54,283 km",Petrol,1st Owner,"₹3,93,699"
Pune,2018,Maruti,Wagon R 1.0 VXI AMT,Automatic,"27,893 km",Petrol,1st Owner,"₹4,55,999"
Pune,2014,Nissan,Micra XV CVT,Automatic,"43,013 km",Petrol,1st Owner,"₹3,74,999"
Pune,2016,Maruti,Baleno ZETA 1.2 K12,Manual,"50,022 km",Petrol,1st Owner,"₹5,90,199"
Pune,2017,Maruti,IGNIS DELTA 1.2 K12,Manual,"23,330 km",Petrol,1st Owner,"₹4,87,299"
Pune,2014,Maruti,Wagon R 1.0 VXI,Manual,"49,738 km",Petrol,2nd Owner,"₹2,93,199"
Pune,2010,Maruti,Alto K10 LXI,Manual,"28,869 km",Petrol,2nd Owner,"₹1,98,899"
Pune,2011,Maruti,A Star VXI,Manual,"29,603 km",Petrol,2nd Owner,"₹2,08,299"
Pune,2012,Hyundai,Eon MAGNA PLUS,Manual,"32,273 km",Petrol,3rd Owner,"₹2,08,799"
Pune,2018,Maruti,Wagon R 1.0 VXI AMT,Automatic,"66,707 km",Petrol,1st Owner,"₹3,89,599"
Pune,2008,Hyundai,Santro Xing GLS,Manual,"36,002 km",Petrol,1st Owner,"₹1,86,499"
Pune,2015,Maruti,Wagon R 1.0 VXI,Manual,"20,416 km",Petrol,1st Owner,"₹4,27,399"
Pune,2011,Hyundai,i10 ASTA 1.2 KAPPA2,Manual,"43,831 km",Petrol,2nd Owner,"₹3,04,499"
Pune,2016,Hyundai,i20 Active 1.2 S,Manual,"41,282 km",Petrol,1st Owner,"₹5,17,899"
Pune,2010,Maruti,Wagon R 1.0 VXI,Manual,"1,09,899 km",Petrol,1st Owner,"₹2,36,799"
Pune,2012,Maruti,Ritz VDI,Manual,"1,04,517 km",Diesel,1st Owner,"₹3,00,399"
Pune,2012,Hyundai,i20 SPORTZ 1.2 VTVT,Manual,"1,05,532 km",Petrol,2nd Owner,"₹3,00,699"
Pune,2013,Maruti,A Star VXI ABS AT,Automatic,"1,00,561 km",Petrol,1st Owner,"₹2,25,999"
Pune,2011,Hyundai,i20 MAGNA O 1.2,Manual,"1,23,568 km",Petrol,2nd Owner,"₹2,79,099"
Pune,2011,Hyundai,i20 ASTA 1.2,Manual,"1,08,240 km",Petrol + CNG,3rd Owner,"₹2,85,099"
Pune,2015,Maruti,Swift VDI ABS,Manual,"1,07,384 km",Diesel,1st Owner,"₹5,39,599"
Pune,2013,Hyundai,i20 SPORTZ 1.4 CRDI,Manual,"1,24,029 km",Diesel,2nd Owner,"₹4,03,899"
Pune,2012,Honda,Brio 1.2 S MT I VTEC,Manual,"98,781 km",Petrol,1st Owner,"₹3,15,399"
Pune,2013,Toyota,Etios Liva GD,Manual,"1,25,436 km",Diesel,3rd Owner,"₹3,05,799"
Pune,2014,Maruti,Swift VXI,Manual,"1,17,914 km",Petrol,1st Owner,"₹3,88,799"
Pune,2011,Maruti,Swift LXI,Manual,"1,67,878 km",Petrol,2nd Owner,"₹2,49,899"
Pune,2015,Maruti,Alto K10 VXI AMT,,"11,068 km",Petrol,1st Owner,"₹3,06,999"
Pune,2014,Maruti,Wagon R 1.0 VXI,Manual,"32,984 km",Petrol,2nd Owner,"₹3,42,599"
Pune,2016,Volkswagen,Polo TRENDLINE 1.2L PETROL,Manual,"27,651 km",Petrol,1st Owner,"₹4,70,299"
Pune,2011,Hyundai,i10 MAGNA 1.2 KAPPA2,Manual,"41,577 km",Petrol,1st Owner,"₹2,53,499"
Pune,2018,Maruti,Swift VXI,Manual,"14,836 km",Petrol,1st Owner,"₹5,92,799"
Pune,2013,Maruti,Alto 800 LXI,Manual,"18,689 km",Petrol,1st Owner,"₹2,78,799"
Pune,2015,Maruti,Alto 800 VXI,Manual,"8,322 km",Petrol,1st Owner,"₹2,83,099"
Pune,2013,Honda,Brio 1.2 S MT I VTEC,Manual,"49,530 km",Petrol,2nd Owner,"₹2,49,999"
Pune,2013,Maruti,Alto K10 VXI,Manual,"49,990 km",Petrol,1st Owner,"₹2,26,499"
Pune,2015,Hyundai,Elite i20 ASTA 1.2,Manual,"39,288 km",Petrol,1st Owner,"₹5,67,399"
Pune,2008,Hyundai,i10 SPORTZ 1.2,Manual,"30,958 km",Petrol,1st Owner,"₹2,17,699"
Pune,2015,Honda,Jazz 1.2 V MT,Manual,"43,387 km",Petrol,1st Owner,"₹4,87,899"
Pune,2016,Hyundai,Grand i10 MAGNA 1.2 VTVT,Manual,"61,016 km",Petrol,1st Owner,"₹3,89,999"
Pune,2017,Renault,Kwid RXT 1.0 EASY-R  AT,Manual,"33,203 km",Petrol,3rd Owner,"₹3,31,099"
Pune,2014,Maruti,Wagon R 1.0 LXI CNG,Manual,"35,970 km",Petrol + CNG,1st Owner,"₹3,92,899"
Pune,2010,Hyundai,i20 SPORTZ 1.2 O,Manual,"58,651 km",Petrol,2nd Owner,"₹2,76,299"
Pune,2015,Maruti,Swift VXI,Manual,"80,352 km",Petrol,2nd Owner,"₹4,64,799"
Pune,2013,Maruti,Wagon R 1.0 LXI,Manual,"1,62,053 km",Petrol + CNG,1st Owner,"₹2,90,899"
Pune,2013,Hyundai,i20 MAGNA O 1.2,Manual,"13,601 km",Petrol,1st Owner,"₹4,07,199"
Pune,2016,Maruti,Wagon R 1.0 VXI,Manual,"13,631 km",Petrol,1st Owner,"₹3,96,599"
Pune,2012,Honda,Jazz 1.2 BASE I VTEC,Manual,"31,627 km",Petrol,2nd Owner,"₹2,95,300"
Pune,2013,Maruti,Swift ZXI,Manual,"35,746 km",Petrol,2nd Owner,"₹3,68,799"
Pune,2017,Maruti,IGNIS DELTA 1.2 K12 AMT,Automatic,"14,937 km",Petrol,1st Owner,"₹5,04,599"
Pune,2016,Renault,Kwid RXT,Manual,"21,129 km",Petrol,1st Owner,"₹2,72,599"
Pune,2016,Maruti,Alto K10 VXI,Manual,"17,570 km",Petrol,1st Owner,"₹2,94,099"
Pune,2014,Maruti,Swift VXI,Manual,"43,680 km",Petrol,2nd Owner,"₹3,73,099"
Pune,2013,Hyundai,i10 ASTA 1.2 AT KAPPA2 WITH SUNROOF,Automatic,"30,599 km",Petrol,3rd Owner,"₹3,43,099"
Pune,2014,Toyota,Etios Liva G,Manual,"52,146 km",Petrol,2nd Owner,"₹3,01,899"
Pune,2016,Maruti,Wagon R 1.0 VXI,Manual,"44,776 km",Petrol,1st Owner,"₹3,50,299"
Pune,2015,Hyundai,i10 SPORTZ 1.1 IRDE2,Manual,"59,862 km",Petrol,1st Owner,"₹3,03,199"
Pune,2017,Renault,Kwid RXT,Manual,"29,875 km",Petrol,1st Owner,"₹3,38,399"
Pune,2017,Hyundai,Elite i20 ASTA 1.2,Manual,"22,691 km",Petrol,1st Owner,"₹6,22,199"
Pune,2015,Maruti,Celerio VXI,Manual,"40,417 km",Petrol,2nd Owner,"₹3,40,199"
Pune,2018,Maruti,Baleno DELTA 1.2 K12,Manual,"19,333 km",Petrol,1st Owner,"₹5,79,199"
Pune,2018,Tata,Tiago XZA 1.2 REVOTRON,Automatic,"15,969 km",Petrol,1st Owner,"₹5,09,999"
Pune,2019,Maruti,Swift ZXI PLUS AMT,,"3,764 km",Petrol,1st Owner,"₹7,47,899"
Pune,2018,Maruti,Alto K10 LXI CNG (O),Manual,"61,900 km",Petrol + CNG,1st Owner,"₹3,51,199"
Pune,2010,Maruti,Alto K10 VXI,Manual,"60,727 km",Petrol,1st Owner,"₹1,86,999"
Pune,2019,Maruti,Swift VDI,Manual,"15,375 km",Diesel,1st Owner,"₹7,02,499"
Pune,2011,Maruti,Alto LXI,Manual,"77,308 km",Petrol,3rd Owner,"₹1,38,399"
Pune,2011,Hyundai,i10 SPORTZ 1.2 KAPPA2,Manual,"45,846 km",Petrol,1st Owner,"₹2,98,299"
Pune,2009,Hyundai,i10 MAGNA 1.2,Manual,"85,240 km",Petrol,1st Owner,"₹1,46,599"
Pune,2019,Maruti,Baleno ALPHA 1.2 K12 AMT,Automatic,"22,248 km",Petrol,1st Owner,"₹7,18,299"
Pune,2009,Maruti,Alto LXI,Manual,"49,004 km",Petrol + CNG,2nd Owner,"₹1,43,299"
Pune,2018,Maruti,Swift VDI AMT,Automatic,"32,470 km",Diesel,1st Owner,"₹7,35,999"
Pune,2016,Maruti,Baleno ALPHA 1.2 K12,Manual,"61,456 km",Petrol,1st Owner,"₹4,83,199"
Pune,2012,Maruti,Wagon R 1.0 LXI CNG,Manual,"88,391 km",Petrol + CNG,1st Owner,"₹2,69,299"
Pune,2013,Hyundai,i20 SPORTZ 1.4 CRDI,Manual,"1,01,287 km",Diesel,2nd Owner,"₹3,51,799"
Pune,2014,Hyundai,Grand i10 MAGNA 1.2 KAPPA VTVT,Manual,"1,06,832 km",Petrol + CNG,1st Owner,"₹3,27,499"
Pune,2013,Hyundai,i20 SPORTZ 1.4 CRDI,Manual,"2,14,799 km",Diesel,1st Owner,"₹3,38,199"
Pune,2020,Hyundai,GRAND I10 NIOS SPORTZ PETROL,,"2,289 km",Petrol,1st Owner,"₹6,45,799"
Pune,2011,Maruti,Alto LXI,Manual,"9,742 km",Petrol,1st Owner,"₹2,00,599"
Pune,2015,Maruti,Alto K10 VXI AMT,Manual,"9,013 km",Petrol,1st Owner,"₹3,52,999"
Pune,2012,Maruti,Wagon R 1.0 LXI,Manual,"20,712 km",Petrol,2nd Owner,"₹2,62,399"
Pune,2010,Maruti,Alto K10 VXI,Manual,"20,801 km",Petrol,2nd Owner,"₹1,93,499"
Pune,2017,Maruti,Celerio VXI AMT,Automatic,"6,747 km",Petrol,1st Owner,"₹4,84,099"
Pune,2015,Maruti,Alto 800 LXI,Manual,"30,242 km",Petrol,1st Owner,"₹2,54,299"
Pune,2016,Maruti,Alto K10 VXI AMT,,"25,943 km",Petrol,1st Owner,"₹3,17,599"
Pune,2017,Maruti,Wagon R 1.0 VXI,Manual,"17,971 km",Petrol,1st Owner,"₹4,18,999"
Pune,2016,Hyundai,Grand i10 MAGNA 1.2 KAPPA VTVT,Manual,"21,840 km",Petrol,2nd Owner,"₹4,05,799"
Pune,2014,Maruti,Wagon R 1.0 VXI,Manual,"20,071 km",Petrol,1st Owner,"₹3,80,499"
Pune,2015,Maruti,Wagon R 1.0 LXI CNG AVANCE LIMITED EDITION,,"22,130 km",Petrol + CNG,1st Owner,"₹3,84,199"
Pune,2017,Maruti,IGNIS DELTA 1.2 K12,Manual,"16,617 km",Petrol,1st Owner,"₹4,85,199"
Pune,2016,Hyundai,i20 Active 1.2 S,Manual,"22,069 km",Petrol,2nd Owner,"₹5,28,999"
Pune,2016,Maruti,Baleno ZETA 1.2 K12,Manual,"12,039 km",Petrol,1st Owner,"₹5,90,399"
Pune,2017,Datsun,Redi Go T (O),Manual,"10,342 km",Petrol,1st Owner,"₹2,29,699"
Pune,2017,Maruti,IGNIS ZETA 1.2 K12 AMT,Automatic,"19,561 km",Petrol,1st Owner,"₹5,51,199"
Pune,2014,Hyundai,i20 ASTA 1.2,Manual,"32,813 km",Petrol,2nd Owner,"₹4,39,999"
Pune,2016,Maruti,Alto 800 LXI,Manual,"18,780 km",Petrol,1st Owner,"₹3,03,799"
Pune,2013,Hyundai,i10 MAGNA 1.2 KAPPA2,Manual,"39,040 km",Petrol,1st Owner,"₹3,05,099"
Pune,2013,Maruti,Swift VXI,Manual,"35,629 km",Petrol,1st Owner,"₹4,04,199"
Pune,2018,Datsun,Redi Go T (O),Manual,"11,174 km",Petrol,2nd Owner,"₹2,29,999"
Pune,2012,Hyundai,i20 SPORTZ 1.2 VTVT,Manual,"36,614 km",Petrol,2nd Owner,"₹3,77,399"
Pune,2010,Honda,Jazz 1.2 BASE I VTEC,Manual,"43,651 km",Petrol,1st Owner,"₹2,87,599"
Pune,2011,Maruti,Alto K10 VXI,Manual,"47,057 km",Petrol,1st Owner,"₹2,00,099"
Pune,2015,Maruti,Celerio VXI,Manual,"37,366 km",Petrol,1st Owner,"₹3,89,999"
Pune,2017,Hyundai,Elite i20 ASTA 1.2,Manual,"19,113 km",Petrol,1st Owner,"₹6,11,799"
Pune,2018,Hyundai,Elite i20 ASTA 1.2,Manual,"14,268 km",Petrol,1st Owner,"₹6,88,299"
Pune,2017,Maruti,Alto K10 VXI,Manual,"38,079 km",Petrol,2nd Owner,"₹3,20,299"
Pune,2017,Maruti,Wagon R 1.0 VXI,Manual,"11,047 km",Petrol,3rd Owner,"₹4,18,299"
Pune,2014,Maruti,Wagon R 1.0 VXI,Manual,"39,520 km",Petrol,1st Owner,"₹3,43,099"
Pune,2017,Maruti,Swift VXI OPT,Manual,"16,498 km",Petrol,1st Owner,"₹5,92,299"
Pune,2012,Maruti,Wagon R 1.0 VXI,Manual,"65,475 km",Petrol,1st Owner,"₹2,46,799"
Pune,2017,Maruti,Alto 800 LXI,Manual,"28,924 km",Petrol,1st Owner,"₹2,97,899"
Pune,2016,Maruti,Alto K10 VXI,Manual,"45,448 km",Petrol,1st Owner,"₹3,21,099"
Pune,2014,Maruti,Alto 800 LXI,Manual,"51,085 km",Petrol,2nd Owner,"₹2,56,599"
Pune,2011,Hyundai,i10 SPORTZ 1.2 AT KAPPA2,Automatic,"64,382 km",Petrol,4th Owner,"₹2,67,899"
Pune,2012,Maruti,Swift VXI,Manual,"48,742 km",Petrol,2nd Owner,"₹3,60,199"
Pune,2015,Maruti,Swift VXI,Manual,"30,761 km",Petrol,2nd Owner,"₹4,83,499"
Pune,2013,Volkswagen,Polo HIGHLINE1.2L PETROL,Manual,"50,804 km",Petrol,3rd Owner,"₹4,12,599"
Pune,2016,Tata,Nano TWIST XTA,Automatic,"71,051 km",Petrol,1st Owner,"₹1,91,999"
Pune,2015,Honda,Brio 1.2 S MT I VTEC,Manual,"62,946 km",Petrol,1st Owner,"₹3,20,999"
Pune,2014,Maruti,Alto K10 VXI,Manual,"38,227 km",Petrol,1st Owner,"₹2,96,699"
Pune,2011,Maruti,Wagon R 1.0 VXI,Manual,"69,729 km",Petrol,1st Owner,"₹2,62,999"
Pune,2016,Maruti,Swift VXI,Manual,"54,912 km",Petrol,2nd Owner,"₹4,22,299"
Pune,2016,Maruti,Baleno DELTA 1.2 K12,Manual,"45,907 km",Petrol,1st Owner,"₹5,23,699"
Pune,2011,Hyundai,i10 MAGNA 1.2 KAPPA2,Manual,"63,784 km",Petrol,1st Owner,"₹2,39,299"
Pune,2018,Volkswagen,Polo Trendline 1.0 L Petrol,,"21,476 km",Petrol,1st Owner,"₹5,39,199"
Pune,2017,Hyundai,Grand i10 SPORTZ (O) 1.2 AT VTVT,,"85,389 km",Petrol,1st Owner,"₹4,58,599"
Pune,2010,Hyundai,i10 MAGNA 1.2,Manual,"66,817 km",Petrol,1st Owner,"₹2,22,999"
Pune,2017,Maruti,Swift VXI,Manual,"30,265 km",Petrol,2nd Owner,"₹5,05,699"
Pune,2016,Renault,Kwid RXT,Manual,"64,939 km",Petrol,2nd Owner,"₹2,77,299"
Pune,2016,Tata,Tiago XZ 1.2 REVOTRON,Manual,"24,318 km",Petrol,1st Owner,"₹4,56,699"
Pune,2010,Honda,Jazz 1.2 BASE I VTEC,Manual,"69,317 km",Petrol,2nd Owner,"₹2,59,099"
Pune,2012,Maruti,Alto 800 LXI,Manual,"70,050 km",Petrol,1st Owner,"₹2,25,599"
Pune,2010,Hyundai,i20 MAGNA 1.2 VTVT,Manual,"73,673 km",Petrol,1st Owner,"₹2,52,899"
Pune,2010,Hyundai,i20 SPORTZ 1.2 O,Manual,"51,150 km",Petrol,2nd Owner,"₹3,33,199"
Pune,2010,Maruti,Ritz ZXI,Manual,"60,810 km",Petrol,2nd Owner,"₹2,56,299"
Pune,2016,Hyundai,Elite i20 SPORTZ 1.2,Manual,"56,445 km",Petrol,2nd Owner,"₹5,54,699"
Pune,2011,Maruti,Swift VDI,Manual,"91,145 km",Diesel,1st Owner,"₹3,65,299"
Pune,2010,Maruti,Ritz ZXI,Manual,"54,654 km",Petrol,2nd Owner,"₹2,64,799"
Pune,2010,Maruti,Wagon R 1.0 VXI,Manual,"85,642 km",Petrol,2nd Owner,"₹2,29,299"
Pune,2011,Hyundai,i20 MAGNA O 1.2,Manual,"83,389 km",Petrol,1st Owner,"₹2,85,099"
Pune,2009,Maruti,Ritz VDI,Manual,"84,642 km",Diesel,1st Owner,"₹2,54,999"
Pune,2016,Honda,Jazz 1.2 V AT,Automatic,"87,453 km",Petrol,1st Owner,"₹5,49,899"
Pune,2012,Maruti,Swift VDI,Manual,"81,900 km",Diesel,1st Owner,"₹4,32,499"
Pune,2012,Honda,Brio 1.2 S MT I VTEC,Manual,"88,402 km",Petrol,1st Owner,"₹3,40,199"
Pune,2014,Maruti,Celerio VXI,Manual,"90,639 km",Petrol,1st Owner,"₹3,61,299"
Pune,2016,Maruti,Swift VDI ABS,Manual,"79,244 km",Diesel,1st Owner,"₹5,12,999"
Pune,2012,Maruti,Ritz VDI,Manual,"1,09,285 km",Diesel,1st Owner,"₹3,16,199"
Pune,2011,Maruti,Wagon R 1.0 LXI,Manual,"1,17,927 km",Petrol,1st Owner,"₹2,25,299"
